"CubeId";"BSTA@SNB.MONA_US.BIL.PAS.VKE.KOV"
"PublishingDate";"2025-10-21 09:49"

"Date";"KONSOLIDIERUNGSSTUFE";"INLANDAUSLAND";"WAEHRUNG";"SEKTORESVG";"FAELLIGKEIT";"UEBERTRAGBARKEIT";"BANKENGRUPPE";"Value"
"2023-08";"U";"I";"T";"T";"KUE";"UEB";"A40";"16697596.02657"
"2023-08";"U";"I";"T";"T";"KUE";"NUE";"A40";"321245938.031332"
"2023-08";"U";"I";"T";"T";"RLZ";"T";"A40";"244254256.594608"
"2023-08";"U";"I";"T";"NFU";"T";"T";"A40";"247085281.414653"
"2023-08";"U";"I";"T";"NFU";"ASI";"T";"A40";"174544458.300598"
"2023-08";"U";"I";"T";"NFU";"KUE";"T";"A40";"20548138.165611"
"2023-08";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"1160199.76207"
"2023-08";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"19387938.513541"
"2023-08";"U";"I";"T";"NFU";"RLZ";"T";"A40";"51992684.948444"
"2023-08";"U";"I";"T";"FUN";"T";"T";"A40";"186163715.220014"
"2023-08";"U";"I";"T";"FUN";"ASI";"T";"A40";"77036313.00752"
"2023-08";"U";"I";"T";"FUN";"KUE";"T";"A40";"10779620.727112"
"2023-08";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"353462.58011"
"2023-08";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"10426158.147002"
"2023-08";"U";"I";"T";"FUN";"RLZ";"T";"A40";"98347781.485382"
"2023-08";"U";"I";"T";"FVW";"T";"T";"A40";"119584314.770841"
"2023-08";"U";"I";"T";"FVW";"ASI";"T";"A40";"38338345.117691"
"2023-08";"U";"I";"T";"FVW";"KUE";"T";"A40";"4827086.787734"
"2023-08";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"58134.80184"
"2023-08";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"4768951.985894"
"2023-08";"U";"I";"T";"FVW";"RLZ";"T";"A40";"76418882.865416"
"2023-08";"U";"I";"CHF";"T";"T";"T";"A40";"1001133053.649102"
"2023-08";"U";"I";"CHF";"T";"ASI";"T";"A40";"523289220.339848"
"2023-08";"U";"I";"CHF";"T";"KUE";"T";"A40";"327458507.172889"
"2023-08";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"16210610.01581"
"2023-08";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"311247897.267079"
"2023-08";"U";"I";"CHF";"T";"RLZ";"T";"A40";"150385326.136365"
"2023-08";"U";"I";"CHF";"NFU";"T";"T";"A40";"195833480.863954"
"2023-08";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"139123483.538394"
"2023-08";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"18718537.3723"
"2023-08";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"1135984.35739"
"2023-08";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"17582553.12491"
"2023-08";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"37991459.95326"
"2023-08";"U";"I";"CHF";"FUN";"T";"T";"A40";"96166154.613392"
"2023-08";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"52284053.280615"
"2023-08";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"8731966.3874"
"2023-08";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"346893.4248"
"2023-08";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"8385072.9626"
"2023-08";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"35150134.945377"
"2023-08";"U";"I";"CHF";"FVW";"T";"T";"A40";"38829606.061662"
"2023-08";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"21376074.154325"
"2023-08";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3160225.4382"
"2023-08";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"52629.38874"
"2023-08";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3107596.04946"
"2023-08";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"14293306.469137"
"2023-09";"U";"I";"T";"T";"T";"T";"A40";"1202075486.665158"
"2023-09";"U";"I";"T";"T";"ASI";"T";"A40";"607477830.425085"
"2023-09";"U";"I";"T";"T";"KUE";"T";"A40";"336740050.718609"
"2023-09";"U";"I";"T";"T";"KUE";"UEB";"A40";"16534802.58024"
"2023-09";"U";"I";"T";"T";"KUE";"NUE";"A40";"320205248.248369"
"2023-09";"U";"I";"T";"T";"RLZ";"T";"A40";"257857605.521464"
"2023-09";"U";"I";"T";"NFU";"T";"T";"A40";"250527287.120819"
"2023-09";"U";"I";"T";"NFU";"ASI";"T";"A40";"176420536.328118"
"2023-09";"U";"I";"T";"NFU";"KUE";"T";"A40";"20282560.430245"
"2023-09";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"1152495.37466"
"2023-09";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"19130065.165585"
"2023-09";"U";"I";"T";"NFU";"RLZ";"T";"A40";"53824190.362456"
"2023-09";"U";"I";"T";"FUN";"T";"T";"A40";"190054935.868687"
"2023-09";"U";"I";"T";"FUN";"ASI";"T";"A40";"74548760.535825"
"2023-09";"U";"I";"T";"FUN";"KUE";"T";"A40";"11181282.07255"
"2023-09";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"365190.40362"
"2023-09";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"10816091.66893"
"2023-09";"U";"I";"T";"FUN";"RLZ";"T";"A40";"104324893.260312"
"2023-09";"U";"I";"T";"FVW";"T";"T";"A40";"124219966.995751"
"2023-09";"U";"I";"T";"FVW";"ASI";"T";"A40";"36964620.983724"
"2023-09";"U";"I";"T";"FVW";"KUE";"T";"A40";"5096135.024572"
"2023-09";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"57246.81762"
"2023-09";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5038888.206952"
"2023-09";"U";"I";"T";"FVW";"RLZ";"T";"A40";"82159210.987455"
"2023-09";"U";"I";"CHF";"T";"T";"T";"A40";"999857780.215944"
"2023-09";"U";"I";"CHF";"T";"ASI";"T";"A40";"517834098.992257"
"2023-09";"U";"I";"CHF";"T";"KUE";"T";"A40";"326014738.004659"
"2023-09";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"16052649.88161"
"2023-09";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"309962088.233049"
"2023-09";"U";"I";"CHF";"T";"RLZ";"T";"A40";"156008943.219028"
"2023-09";"U";"I";"CHF";"NFU";"T";"T";"A40";"197267444.371371"
"2023-09";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"139751730.129331"
"2023-09";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"18506444.55284"
"2023-09";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"1127090.07819"
"2023-09";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"17379354.58465"
"2023-09";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"39009269.6892"
"2023-09";"U";"I";"CHF";"FUN";"T";"T";"A40";"94869778.286417"
"2023-09";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"50371510.27371"
"2023-09";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"9051067.17553"
"2023-09";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"357538.65627"
"2023-09";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"8693528.51926"
"2023-09";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"35447200.837177"
"2023-09";"U";"I";"CHF";"FVW";"T";"T";"A40";"37723890.270673"
"2023-09";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"19955023.109626"
"2023-09";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3388895.03215"
"2023-09";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"50625.08602"
"2023-09";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3338269.94613"
"2023-09";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"14379972.128897"
"2023-10";"U";"I";"T";"T";"T";"T";"A40";"1199570032.528138"
"2023-10";"U";"I";"T";"T";"ASI";"T";"A40";"597503984.776975"
"2023-10";"U";"I";"T";"T";"KUE";"T";"A40";"335462430.916595"
"2023-10";"U";"I";"T";"T";"KUE";"UEB";"A40";"16218834.10838"
"2023-10";"U";"I";"T";"T";"KUE";"NUE";"A40";"319243596.918215"
"2023-10";"U";"I";"T";"T";"RLZ";"T";"A40";"266603616.834568"
"2023-10";"U";"I";"T";"NFU";"T";"T";"A40";"253697739.973686"
"2023-10";"U";"I";"T";"NFU";"ASI";"T";"A40";"176686189.788892"
"2023-10";"U";"I";"T";"NFU";"KUE";"T";"A40";"20669855.206574"
"2023-10";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"1155241.83915"
"2023-10";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"19514613.477424"
"2023-10";"U";"I";"T";"NFU";"RLZ";"T";"A40";"56341694.97822"
"2023-10";"U";"I";"T";"FUN";"T";"T";"A40";"187508267.71167"
"2023-10";"U";"I";"T";"FUN";"ASI";"T";"A40";"70282353.711556"
"2023-10";"U";"I";"T";"FUN";"KUE";"T";"A40";"10876374.967129"
"2023-10";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"302516.55721"
"2023-10";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"10573858.409919"
"2023-10";"U";"I";"T";"FUN";"RLZ";"T";"A40";"106349539.032985"
"2023-10";"U";"I";"T";"FVW";"T";"T";"A40";"121714928.998534"
"2023-10";"U";"I";"T";"FVW";"ASI";"T";"A40";"33896432.034438"
"2023-10";"U";"I";"T";"FVW";"KUE";"T";"A40";"5146826.850052"
"2023-10";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"56322.24384"
"2023-10";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5090504.606212"
"2023-10";"U";"I";"T";"FVW";"RLZ";"T";"A40";"82671670.114044"
"2023-10";"U";"I";"CHF";"T";"T";"T";"A40";"1003643624.822003"
"2023-10";"U";"I";"CHF";"T";"ASI";"T";"A40";"514310411.854013"
"2023-10";"U";"I";"CHF";"T";"KUE";"T";"A40";"324930138.463849"
"2023-10";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"15753282.54038"
"2023-10";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"309176856.033469"
"2023-10";"U";"I";"CHF";"T";"RLZ";"T";"A40";"164403074.504141"
"2023-10";"U";"I";"CHF";"NFU";"T";"T";"A40";"202875088.181995"
"2023-10";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"142612176.881865"
"2023-10";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"18841003.79792"
"2023-10";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"1128509.65808"
"2023-10";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"17712494.24984"
"2023-10";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"41421907.50221"
"2023-10";"U";"I";"CHF";"FUN";"T";"T";"A40";"94703582.976672"
"2023-10";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"48833753.375834"
"2023-10";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"8843597.2649"
"2023-10";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"297826.58121"
"2023-10";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"8545770.68369"
"2023-10";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"37026232.335938"
"2023-10";"U";"I";"CHF";"FVW";"T";"T";"A40";"37452565.000708"
"2023-10";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"19040751.11026"
"2023-10";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3496033.17633"
"2023-10";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"52640.02137"
"2023-10";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3443393.15496"
"2023-10";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"14915780.714118"
"2023-11";"U";"I";"T";"T";"T";"T";"A40";"1196206514.984251"
"2023-11";"U";"I";"T";"T";"ASI";"T";"A40";"591859580.911956"
"2023-11";"U";"I";"T";"T";"KUE";"T";"A40";"335912235.969443"
"2023-11";"U";"I";"T";"T";"KUE";"UEB";"A40";"16312406.43326"
"2023-11";"U";"I";"T";"T";"KUE";"NUE";"A40";"319599829.646183"
"2023-11";"U";"I";"T";"T";"RLZ";"T";"A40";"268434698.102852"
"2023-11";"U";"I";"T";"NFU";"T";"T";"A40";"249108650.923348"
"2023-11";"U";"I";"T";"NFU";"ASI";"T";"A40";"170846359.635404"
"2023-11";"U";"I";"T";"NFU";"KUE";"T";"A40";"21157842.719118"
"2023-11";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"1148128.17756"
"2023-11";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"20009714.651558"
"2023-11";"U";"I";"T";"NFU";"RLZ";"T";"A40";"57104448.568826"
"2023-11";"U";"I";"T";"FUN";"T";"T";"A40";"188870215.436702"
"2023-11";"U";"I";"T";"FUN";"ASI";"T";"A40";"72702763.604736"
"2023-11";"U";"I";"T";"FUN";"KUE";"T";"A40";"10921752.239623"
"2023-11";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"332588.82585"
"2023-11";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"10589163.413773"
"2023-11";"U";"I";"T";"FUN";"RLZ";"T";"A40";"105245699.592343"
"2023-11";"U";"I";"T";"FVW";"T";"T";"A40";"124080490.197933"
"2023-11";"U";"I";"T";"FVW";"ASI";"T";"A40";"35871634.509948"
"2023-11";"U";"I";"T";"FVW";"KUE";"T";"A40";"5071239.477366"
"2023-11";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"55008.5934"
"2023-11";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5016230.883966"
"2023-11";"U";"I";"T";"FVW";"RLZ";"T";"A40";"83137616.210619"
"2023-11";"U";"I";"CHF";"T";"T";"T";"A40";"1005187360.053007"
"2023-11";"U";"I";"CHF";"T";"ASI";"T";"A40";"512285710.215721"
"2023-11";"U";"I";"CHF";"T";"KUE";"T";"A40";"325504419.984089"
"2023-11";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"15861986.59508"
"2023-11";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"309642433.499009"
"2023-11";"U";"I";"CHF";"T";"RLZ";"T";"A40";"167397229.853197"
"2023-11";"U";"I";"CHF";"NFU";"T";"T";"A40";"202638512.840605"
"2023-11";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"140830019.793165"
"2023-11";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"19344977.9971"
"2023-11";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"1122979.20467"
"2023-11";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"18221998.90243"
"2023-11";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"42463515.05034"
"2023-11";"U";"I";"CHF";"FUN";"T";"T";"A40";"95010935.553528"
"2023-11";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"49763981.994497"
"2023-11";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"8846737.37092"
"2023-11";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"328424.43364"
"2023-11";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"8518312.93728"
"2023-11";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"36400216.188111"
"2023-11";"U";"I";"CHF";"FVW";"T";"T";"A40";"39098985.268124"
"2023-11";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"19985334.526913"
"2023-11";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3410624.1474"
"2023-11";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"51641.58746"
"2023-11";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3358982.55994"
"2023-11";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"15703026.593811"
"2023-12";"U";"I";"T";"T";"T";"T";"A40";"1189190624.428875"
"2023-12";"U";"I";"T";"T";"ASI";"T";"A40";"581998211.013035"
"2023-12";"U";"I";"T";"T";"KUE";"T";"A40";"337553708.094857"
"2023-12";"U";"I";"T";"T";"KUE";"UEB";"A40";"16367553.18193"
"2023-12";"U";"I";"T";"T";"KUE";"NUE";"A40";"321186154.912927"
"2023-12";"U";"I";"T";"T";"RLZ";"T";"A40";"269638705.541013"
"2023-12";"U";"I";"T";"NFU";"T";"T";"A40";"246250637.635846"
"2023-12";"U";"I";"T";"NFU";"ASI";"T";"A40";"168462719.888864"
"2023-12";"U";"I";"T";"NFU";"KUE";"T";"A40";"20714273.663165"
"2023-12";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"1116328.10257"
"2023-12";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"19597945.560595"
"2023-12";"U";"I";"T";"NFU";"RLZ";"T";"A40";"57073644.08381701"
"2023-12";"U";"I";"T";"FUN";"T";"T";"A40";"192987772.138466"
"2023-12";"U";"I";"T";"FUN";"ASI";"T";"A40";"76686071.297273"
"2023-12";"U";"I";"T";"FUN";"KUE";"T";"A40";"11604480.52983"
"2023-12";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"412775.92649"
"2023-12";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"11191704.60334"
"2023-12";"U";"I";"T";"FUN";"RLZ";"T";"A40";"104697220.311363"
"2023-12";"U";"I";"T";"FVW";"T";"T";"A40";"119296351.06483799"
"2023-12";"U";"I";"T";"FVW";"ASI";"T";"A40";"33024810.237539"
"2023-12";"U";"I";"T";"FVW";"KUE";"T";"A40";"5246538.762589"
"2023-12";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"55470.70564"
"2023-12";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5191068.056949"
"2023-12";"U";"I";"T";"FVW";"RLZ";"T";"A40";"81025002.06471"
"2023-12";"U";"I";"CHF";"T";"T";"T";"A40";"1004204887.43075"
"2023-12";"U";"I";"CHF";"T";"ASI";"T";"A40";"505000347.471112"
"2023-12";"U";"I";"CHF";"T";"KUE";"T";"A40";"326837287.66996"
"2023-12";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"15907774.96023"
"2023-12";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"310929512.70973"
"2023-12";"U";"I";"CHF";"T";"RLZ";"T";"A40";"172367252.509708"
"2023-12";"U";"I";"CHF";"NFU";"T";"T";"A40";"198812041.843868"
"2023-12";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"136752765.837518"
"2023-12";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"18844032.29479"
"2023-12";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"1090569.30351"
"2023-12";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"17753462.99128"
"2023-12";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"43215243.71156"
"2023-12";"U";"I";"CHF";"FUN";"T";"T";"A40";"103889178.568526"
"2023-12";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"55741214.659182"
"2023-12";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"9317486.23874"
"2023-12";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"407107.07404"
"2023-12";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"8910379.1647"
"2023-12";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"38830477.670604"
"2023-12";"U";"I";"CHF";"FVW";"T";"T";"A40";"38474020.886192"
"2023-12";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"18624295.029548"
"2023-12";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3317086.62035"
"2023-12";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"50510.08829"
"2023-12";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3266576.53206"
"2023-12";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"16532639.236294"
"2024-01";"U";"I";"T";"T";"T";"T";"A40";"1194898303.072623"
"2024-01";"U";"I";"T";"T";"ASI";"T";"A40";"573285824.542028"
"2024-01";"U";"I";"T";"T";"KUE";"T";"A40";"339408635.962012"
"2024-01";"U";"I";"T";"T";"KUE";"UEB";"A40";"15704133.83166"
"2024-01";"U";"I";"T";"T";"KUE";"NUE";"A40";"323704502.130352"
"2024-01";"U";"I";"T";"T";"RLZ";"T";"A40";"282203842.568583"
"2024-01";"U";"I";"T";"NFU";"T";"T";"A40";"245006581.447301"
"2024-01";"U";"I";"T";"NFU";"ASI";"T";"A40";"164391421.671998"
"2024-01";"U";"I";"T";"NFU";"KUE";"T";"A40";"21211093.26773"
"2024-01";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"1094308.64668"
"2024-01";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"20116784.62105"
"2024-01";"U";"I";"T";"NFU";"RLZ";"T";"A40";"59404066.507573"
"2024-01";"U";"I";"T";"FUN";"T";"T";"A40";"197638489.901324"
"2024-01";"U";"I";"T";"FUN";"ASI";"T";"A40";"76465984.31360899"
"2024-01";"U";"I";"T";"FUN";"KUE";"T";"A40";"11486957.84557"
"2024-01";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"426081.88635"
"2024-01";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"11060875.95922"
"2024-01";"U";"I";"T";"FUN";"RLZ";"T";"A40";"109685547.742145"
"2024-01";"U";"I";"T";"FVW";"T";"T";"A40";"124073281.161065"
"2024-01";"U";"I";"T";"FVW";"ASI";"T";"A40";"35083082.361529"
"2024-01";"U";"I";"T";"FVW";"KUE";"T";"A40";"5141611.447598"
"2024-01";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"53977.30665"
"2024-01";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5087634.140948"
"2024-01";"U";"I";"T";"FVW";"RLZ";"T";"A40";"83848587.351938"
"2024-01";"U";"I";"CHF";"T";"T";"T";"A40";"1002666436.904688"
"2024-01";"U";"I";"CHF";"T";"ASI";"T";"A40";"494104747.484203"
"2024-01";"U";"I";"CHF";"T";"KUE";"T";"A40";"327969734.65819"
"2024-01";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"15263630.29368"
"2024-01";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"312706104.36451"
"2024-01";"U";"I";"CHF";"T";"RLZ";"T";"A40";"180591954.762295"
"2024-01";"U";"I";"CHF";"NFU";"T";"T";"A40";"198147846.95533"
"2024-01";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"133380013.19915"
"2024-01";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"19220498.26143"
"2024-01";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"1070566.57674"
"2024-01";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"18149931.68469"
"2024-01";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"45547335.49475"
"2024-01";"U";"I";"CHF";"FUN";"T";"T";"A40";"104040770.111108"
"2024-01";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"54731052.575836"
"2024-01";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"9241731.35312"
"2024-01";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"421112.78814"
"2024-01";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"8820618.56498"
"2024-01";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"40067986.182152"
"2024-01";"U";"I";"CHF";"FVW";"T";"T";"A40";"38923675.579394"
"2024-01";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"19939172.558292"
"2024-01";"U";"I";"CHF";"FVW";"KUE";"T";"A40";"3317233.80078"
"2024-01";"U";"I";"CHF";"FVW";"KUE";"UEB";"A40";"49755.36479"
"2024-01";"U";"I";"CHF";"FVW";"KUE";"NUE";"A40";"3267478.43599"
"2024-01";"U";"I";"CHF";"FVW";"RLZ";"T";"A40";"15667269.220322"
"2024-02";"U";"I";"T";"T";"T";"T";"A40";"1200958379.32825"
"2024-02";"U";"I";"T";"T";"ASI";"T";"A40";"566497947.820917"
"2024-02";"U";"I";"T";"T";"KUE";"T";"A40";"341368614.875719"
"2024-02";"U";"I";"T";"T";"KUE";"UEB";"A40";"15529571.8696"
"2024-02";"U";"I";"T";"T";"KUE";"NUE";"A40";"325839043.006119"
"2024-02";"U";"I";"T";"T";"RLZ";"T";"A40";"293091816.631614"
"2024-02";"U";"I";"T";"NFU";"T";"T";"A40";"247302230.325372"
"2024-02";"U";"I";"T";"NFU";"ASI";"T";"A40";"163144224.292179"
"2024-02";"U";"I";"T";"NFU";"KUE";"T";"A40";"21729025.083607"
"2024-02";"U";"I";"T";"NFU";"KUE";"UEB";"A40";"1071791.56853"
"2024-02";"U";"I";"T";"NFU";"KUE";"NUE";"A40";"20657233.515077"
"2024-02";"U";"I";"T";"NFU";"RLZ";"T";"A40";"62428980.949586"
"2024-02";"U";"I";"T";"FUN";"T";"T";"A40";"196896484.67648"
"2024-02";"U";"I";"T";"FUN";"ASI";"T";"A40";"71654466.812823"
"2024-02";"U";"I";"T";"FUN";"KUE";"T";"A40";"11646027.701578"
"2024-02";"U";"I";"T";"FUN";"KUE";"UEB";"A40";"328018.56428"
"2024-02";"U";"I";"T";"FUN";"KUE";"NUE";"A40";"11318009.137298"
"2024-02";"U";"I";"T";"FUN";"RLZ";"T";"A40";"113595990.162079"
"2024-02";"U";"I";"T";"FVW";"T";"T";"A40";"125359629.564585"
"2024-02";"U";"I";"T";"FVW";"ASI";"T";"A40";"32390443.691772"
"2024-02";"U";"I";"T";"FVW";"KUE";"T";"A40";"5151188.462902"
"2024-02";"U";"I";"T";"FVW";"KUE";"UEB";"A40";"33025.57744"
"2024-02";"U";"I";"T";"FVW";"KUE";"NUE";"A40";"5118162.885462"
"2024-02";"U";"I";"T";"FVW";"RLZ";"T";"A40";"87817997.409911"
"2024-02";"U";"I";"CHF";"T";"T";"T";"A40";"1002206079.781767"
"2024-02";"U";"I";"CHF";"T";"ASI";"T";"A40";"486986778.771284"
"2024-02";"U";"I";"CHF";"T";"KUE";"T";"A40";"329833051.81849"
"2024-02";"U";"I";"CHF";"T";"KUE";"UEB";"A40";"15086271.26328"
"2024-02";"U";"I";"CHF";"T";"KUE";"NUE";"A40";"314746780.55521"
"2024-02";"U";"I";"CHF";"T";"RLZ";"T";"A40";"185386249.191993"
"2024-02";"U";"I";"CHF";"NFU";"T";"T";"A40";"197579100.841557"
"2024-02";"U";"I";"CHF";"NFU";"ASI";"T";"A40";"131080083.053227"
"2024-02";"U";"I";"CHF";"NFU";"KUE";"T";"A40";"19652196.23384"
"2024-02";"U";"I";"CHF";"NFU";"KUE";"UEB";"A40";"1048439.45824"
"2024-02";"U";"I";"CHF";"NFU";"KUE";"NUE";"A40";"18603756.7756"
"2024-02";"U";"I";"CHF";"NFU";"RLZ";"T";"A40";"46846821.55449"
"2024-02";"U";"I";"CHF";"FUN";"T";"T";"A40";"99793912.359941"
"2024-02";"U";"I";"CHF";"FUN";"ASI";"T";"A40";"50042779.17171"
"2024-02";"U";"I";"CHF";"FUN";"KUE";"T";"A40";"9471607.70171"
"2024-02";"U";"I";"CHF";"FUN";"KUE";"UEB";"A40";"326007.39823"
"2024-02";"U";"I";"CHF";"FUN";"KUE";"NUE";"A40";"9145600.30348"
"2024-02";"U";"I";"CHF";"FUN";"RLZ";"T";"A40";"40279525.486521"
"2024-02";"U";"I";"CHF";"FVW";"T";"T";"A40";"37034949.857557"
"2024-02";"U";"I";"CHF";"FVW";"ASI";"T";"A40";"17562106.962536"
